 [antenna_current.dat]

     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
   160  -0.00045444   0.00682463   0.00683975        93.81
   161   0.00029599   0.00677881   0.00678527        87.50
   162   0.00101389   0.00662822   0.00670532        81.30
   163   0.00168692   0.00637651   0.00659588        75.18
   164   0.00230448   0.00602879   0.00645422        69.08
   165   0.00285787   0.00559138   0.00627940        62.93
   166   0.00334032   0.00507165   0.00607284        56.63
   167   0.00374705   0.00447786   0.00583880        50.08
   168   0.00407518   0.00381903   0.00558499        43.14
   169   0.00432365   0.00310485   0.00532298        35.68
   170   0.00449310   0.00234559   0.00506850        27.57
   171   0.00458565   0.00155203   0.00484117        18.70
   172   0.00460472   0.00073543   0.00466308         9.07
   173   0.00455482  -0.00009254   0.00455576        -1.16
   174   0.00444126  -0.00091988   0.00453553       -11.70
   175   0.00427000  -0.00173435   0.00460878       -22.11
   176   0.00404738  -0.00252354   0.00476965       -31.94
   177   0.00377991  -0.00327508   0.00500139       -40.91
   178   0.00347414  -0.00397675   0.00528055       -48.86
   179   0.00313648  -0.00461669   0.00558134       -55.81
   180   0.00277311  -0.00518367   0.00587883       -61.85
   181   0.00238985  -0.00566729   0.00615058       -67.14
   182   0.00199219  -0.00605825   0.00637740       -71.80
   183   0.00158519  -0.00634861   0.00654352       -75.98
   184   0.00117356  -0.00653201   0.00663659       -79.81
   185   0.00076166  -0.00660388   0.00664766       -83.42
   186   0.00035355  -0.00656161   0.00657113       -86.92
   187  -0.00004692  -0.00640462   0.00640479       -90.42
   188  -0.00043603  -0.00613436   0.00614984       -94.07
   189  -0.00081011  -0.00575426   0.00581100       -98.01
   190  -0.00116540  -0.00526914   0.00539648      -102.47
   191  -0.00149785  -0.00468592   0.00491949      -107.73
   192  -0.00180301  -0.00400584   0.00439291      -114.23
   193  -0.00207387  -0.00325612   0.00386048      -122.49
   194  -0.00230580  -0.00230847   0.00326278      -134.97
   195  -0.00746555  -0.00204720   0.00774115      -164.67
   196  -0.00752733  -0.00161205   0.00769801      -167.91
   197  -0.00750916  -0.00059416   0.00753263      -175.48
   198  -0.00737184   0.00026799   0.00737671      -182.08
   199  -0.00712758   0.00108951   0.00721037      -188.69
   200  -0.00677777   0.00184652   0.00702479      -195.24
   201  -0.00642406   0.00239155   0.00685478      -200.42
   202  -0.00121542  -0.00210295   0.00242891      -120.03
   203  -0.00099586  -0.00176152   0.00202353      -119.48
   204  -0.00061452  -0.00114132   0.00129624      -118.30
   205   0.00095335  -0.00456984   0.00466823       -78.22
   206   0.00047614  -0.00455362   0.00457845       -84.03
   207  -0.00001784  -0.00447135   0.00447139       -90.23
   208  -0.00052281  -0.00432385   0.00435534       -96.89
   209  -0.00102142  -0.00411111   0.00423609      -103.95
   210  -0.00150308  -0.00383579   0.00411977      -111.40
   211  -0.00195843  -0.00350190   0.00401233      -119.22
   212  -0.00237957  -0.00311471   0.00391966      -127.38
   213  -0.00275966  -0.00268050   0.00384718      -135.83
   214  -0.00309294  -0.00220644   0.00379930      -144.50
   215  -0.00337471  -0.00170040   0.00377889      -153.26
   216  -0.00360133  -0.00117080   0.00378686      -161.99
   217  -0.00377024  -0.00062645   0.00382193      -170.57
   218  -0.00387996  -0.00007639   0.00388072      -178.87
   219  -0.00393011   0.00047027   0.00395815      -186.82
   220  -0.00392134   0.00100453   0.00404796      -194.37
   221  -0.00385531   0.00151764   0.00414326      -201.49
   222  -0.00373465   0.00200126   0.00423706      -208.19
   223  -0.00356286   0.00244758   0.00432258      -214.49
   224  -0.00334426   0.00284948   0.00439359      -220.43
   225  -0.00308385   0.00320061   0.00444455      -226.06
   226  -0.00278722   0.00349553   0.00447072      -231.43
   227  -0.00246045   0.00372975   0.00446820      -236.59
   228  -0.00210997   0.00389983   0.00443404      -241.58
   229  -0.00174245   0.00400343   0.00436619      -246.48
   230  -0.00136464   0.00403932   0.00426361      -251.33
   231  -0.00098330   0.00400739   0.00412626      -256.21
   232  -0.00060503   0.00390866   0.00395521      -261.20
   233  -0.00023617   0.00374526   0.00375270      -266.39
   234   0.00011730   0.00352035   0.00352231      -271.91
   235   0.00044988   0.00323810   0.00326920      -277.91
   236   0.00075662   0.00290359   0.00300055      -284.61
   237   0.00103320   0.00252271   0.00272609      -292.27
   238   0.00127601   0.00210211   0.00245908      -301.26
   239   0.00148217   0.00164901   0.00221722      -311.95
   240   0.00164959   0.00117115   0.00202305      -324.63
   241   0.00177698   0.00067662   0.00190144      -339.15
   242   0.00186385   0.00017371   0.00187193      -354.68
