 [antenna_current.dat]

     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
   145  -0.00580408   0.00251347   0.00632494      -203.42
   146  -0.00536127   0.00298782   0.00613762      -209.13
   147  -0.00498359   0.00329700   0.00597548      -213.49
   148  -0.00158477  -0.00125126   0.00201920      -141.71
   149  -0.00115034  -0.00094523   0.00148888      -140.59
   150   0.00084861  -0.00605677   0.00611593       -82.02
   151   0.00085228  -0.00617724   0.00623576       -82.14
   152   0.00092142  -0.00608555   0.00615491       -81.39
   153   0.00096082  -0.00589815   0.00597589       -80.75
   154   0.00098322  -0.00557596   0.00566198       -80.00
   155   0.00098098  -0.00513021   0.00522316       -79.17
   156   0.00094554  -0.00454157   0.00463896       -78.24
   157   0.00088701  -0.00390087   0.00400045       -77.19
   158   0.00069427  -0.00264405   0.00273368       -75.29
   159  -0.00124537   0.00313954   0.00337752       111.64
   160  -0.00084923   0.00296783   0.00308694       105.97
   161  -0.00045219   0.00275376   0.00279064        99.33
   162  -0.00005757   0.00250415   0.00250481        91.32
   163   0.00032271   0.00222701   0.00225027        81.75
   164   0.00068131   0.00193109   0.00204775        70.57
   165   0.00101206   0.00162538   0.00191471        58.09
   166   0.00131020   0.00131862   0.00185886        45.18
   167   0.00157213   0.00101881   0.00187338        32.95
   168   0.00179531   0.00073276   0.00193909        22.20
   169   0.00197814   0.00046582   0.00203225        13.25
   170   0.00211979   0.00022161   0.00213134         5.97
   171   0.00222014   0.00000193   0.00222014         0.05
   172   0.00227965  -0.00019315   0.00228782        -4.84
   173   0.00229940  -0.00036504   0.00232820        -9.02
   174   0.00228111  -0.00051615   0.00233878       -12.75
   175   0.00222731  -0.00064922   0.00232000       -16.25
   176   0.00214140  -0.00076675   0.00227453       -19.70
   177   0.00202740  -0.00087092   0.00220655       -23.25
   178   0.00188940  -0.00096412   0.00212117       -27.03
   179   0.00173096  -0.00104943   0.00202424       -31.23
   180   0.00155496  -0.00113057   0.00192252       -36.02
   181   0.00136379  -0.00121128   0.00182404       -41.61
   182   0.00115968  -0.00129471   0.00173814       -48.15
   183   0.00094489  -0.00138290   0.00167488       -55.66
   184   0.00072193  -0.00147651   0.00164355       -63.94
   185   0.00049366  -0.00157469   0.00165026       -72.59
   186   0.00026329  -0.00167520   0.00169577       -81.07
   187   0.00003443  -0.00177457   0.00177490       -88.89
   188  -0.00018900  -0.00186831   0.00187785       -95.78
   189  -0.00040279  -0.00195135   0.00199249      -101.66
   190  -0.00060257  -0.00201831   0.00210634      -106.62
   191  -0.00078391  -0.00206399   0.00220784      -110.80
   192  -0.00094247  -0.00208370   0.00228693      -114.34
   193  -0.00107411  -0.00207372   0.00233539      -117.38
   194  -0.00117511  -0.00203162   0.00234699      -120.05
   195  -0.00124221  -0.00195666   0.00231767      -122.41
   196  -0.00127286  -0.00185025   0.00224579      -124.53
   197  -0.00126519  -0.00171598   0.00213197      -126.40
   198  -0.00121880  -0.00156192   0.00198118      -127.97
   199  -0.00113227  -0.00139301   0.00179514      -129.11
   200  -0.00428723   0.00265915   0.00504494      -211.81
   201  -0.00412445   0.00277520   0.00497120       146.06
   202  -0.00388586   0.00290622   0.00485243       143.21
   203  -0.00359486   0.00299657   0.00468000       140.19
   204  -0.00326650   0.00304029   0.00446245       137.05
   205  -0.00290965   0.00302874   0.00419992       133.85
   206  -0.00260825   0.00296051   0.00394558       131.38
   207  -0.00104866  -0.00030156   0.00109116      -163.96
   208  -0.00087189  -0.00030185   0.00092266      -160.90
   209  -0.00055927  -0.00027958   0.00062526      -153.44
   210   0.00105339  -0.00991890   0.00997468       -83.94
   211   0.00001668  -0.01014334   0.01014336       -89.91
   212  -0.00104132  -0.01020877   0.01026175       -95.82
   213  -0.00210877  -0.01011823   0.01033564      -101.77
   214  -0.00314900  -0.00986569   0.01035606      -107.70
   215  -0.00413930  -0.00945366   0.01032015      -113.65
   216  -0.00505939  -0.00888777   0.01022692      -119.65
   217  -0.00589200  -0.00817685   0.01007852      -125.78
   218  -0.00662219  -0.00733231   0.00988009      -132.09
   219  -0.00723731  -0.00636788   0.00963995      -138.66
   220  -0.00772703  -0.00529925   0.00936958      -145.56
   221  -0.00808340  -0.00414379   0.00908363      -152.86
   222  -0.00830092  -0.00292024   0.00879960      -160.62
   223  -0.00837657  -0.00164835   0.00853721      -168.87
   224  -0.00830983  -0.00034861   0.00831714      -177.60
   225  -0.00810265   0.00095814   0.00815911      -186.74
   226  -0.00775940   0.00225102   0.00807932      -196.18
   227  -0.00728675   0.00350947   0.00808783      -205.72
   228  -0.00669354   0.00471353   0.00818663      -215.15
   229  -0.00599065   0.00584422   0.00836916      -224.29
   230  -0.00519073   0.00688379   0.00862149      -232.98
   231  -0.00430801   0.00781599   0.00892461      -241.14
   232  -0.00335807   0.00862636   0.00925693      -248.73
   233  -0.00235751   0.00930240   0.00959648      -255.78
   234  -0.00132369   0.00983380   0.00992249      -262.33
   235  -0.00027444   0.01021256   0.01021624      -268.46
   236   0.00077227   0.01043311   0.01046165      -274.23
   237   0.00179863   0.01049240   0.01064545      -279.73
   238   0.00278727   0.01038992   0.01075729      -285.02
   239   0.00372156   0.01012770   0.01078982      -290.18
   240   0.00458594   0.00971026   0.01073871      -295.28
   241   0.00536609   0.00914455   0.01060272      -300.40
   242   0.00604922   0.00843980   0.01038380      -305.63
   243   0.00662429   0.00760739   0.01008730      -311.05
   244   0.00708215   0.00666066   0.00972220      -316.76
   245   0.00741570   0.00561465   0.00930145      -322.87
   246   0.00762001   0.00448595   0.00884241      -329.51
   247   0.00769238   0.00329234   0.00836733      -336.83
   248   0.00763239   0.00205255   0.00790357      -344.95
   249   0.00744187   0.00078598   0.00748326      -353.97
   250   0.00712489  -0.00048764   0.00714155      -363.92
   251   0.00668763  -0.00174854   0.00691244      -374.65
   252   0.00613832  -0.00297722   0.00682223      -385.87
   253   0.00548707  -0.00415474   0.00688257      -397.13
   254   0.00474565  -0.00526307   0.00708668      -407.96
   255   0.00392734  -0.00628528   0.00741139      -418.00
   256   0.00304665  -0.00720587   0.00782346      -427.08
   257   0.00211908  -0.00801097   0.00828651      -435.18
   258   0.00116088  -0.00868859   0.00876580      -442.39
   259   0.00018870  -0.00922873   0.00923066      -448.83
   260  -0.00078063  -0.00962360   0.00965521      -454.64
   261  -0.00173045  -0.00986771   0.01001829      -459.95
   262  -0.00264450  -0.00995792   0.01030308      -464.87
   263  -0.00350723  -0.00989351   0.01049677      -469.52
   264  -0.00430407  -0.00967619   0.01059026      -473.98
   265  -0.00502165  -0.00931004   0.01057799      -478.34
   266  -0.00564806  -0.00880147   0.01045784      -482.69
   267  -0.00617300  -0.00815909   0.01023116      -487.11
   268  -0.00658803  -0.00739356   0.00990287      -491.70
   269  -0.00688661  -0.00651747   0.00948171      -496.58
   270  -0.00706428  -0.00554508   0.00898065      -501.87
   271  -0.00711870  -0.00449215   0.00841756      -507.75
   272  -0.00704966  -0.00337565   0.00781618      -514.41
   273  -0.00685912  -0.00221349   0.00720743      -522.11
   274  -0.00655111  -0.00102429   0.00663070      -531.11
   275  -0.00613170   0.00017297   0.00613414      -541.62
   276  -0.00560884   0.00135920   0.00577118      -553.62
   277  -0.00499223   0.00251554   0.00559020      -566.74
   278  -0.00429315   0.00362362   0.00561799      -580.17
   279  -0.00352422   0.00466588   0.00584727      -592.94
   280  -0.00269921   0.00562582   0.00623983      -604.37
   281  -0.00183275   0.00648826   0.00674214      -614.23
   282  -0.00094011   0.00723960   0.00730039      -622.60
   283  -0.00003690   0.00786804   0.00786813      -629.73
   284   0.00086122   0.00836373   0.00840795      -635.88
   285   0.00173876   0.00871897   0.00889065      -641.28
   286   0.00258074   0.00892831   0.00929381      -646.12
   287   0.00337289   0.00898865   0.00960063      -650.57
   288   0.00410195   0.00889930   0.00979916      -654.75
   289   0.00475585   0.00866199   0.00988171      -658.77
   290   0.00532393   0.00828085   0.00984463      -662.74
   291   0.00579713   0.00776235   0.00968818      -666.75
   292   0.00616812   0.00711521   0.00941657      -670.92
   293   0.00643143   0.00635026   0.00903821      -675.36
   294   0.00658356   0.00548031   0.00856604        39.77
   295   0.00662302   0.00451989   0.00801834        34.31
   296   0.00655037   0.00348511   0.00741979        28.02
   297   0.00636828   0.00239337   0.00680318        20.60
   298   0.00608153   0.00126315   0.00621132        11.73
   299   0.00569711   0.00011373   0.00569824         1.14
   300   0.00836922  -0.00463798   0.00956842       -28.99
   301   0.00774098  -0.00567410   0.00959782       -36.24
   302   0.00700051  -0.00660907   0.00962741       -43.35
   303   0.00617960  -0.00741962   0.00965599       -50.21
   304   0.00528659  -0.00809621   0.00966936       -56.86
   305   0.00457710  -0.00852007   0.00967168       -61.75
   306   0.00276610   0.00112654   0.00298670        22.16
   307   0.00204000   0.00079901   0.00219089        21.39
   308   0.00326616  -0.00392350   0.00510506       -50.22
   309   0.00596966   0.00109119   0.00606857        10.36
   310   0.00595011   0.00141273   0.00611552        13.36
   311   0.00581892   0.00155889   0.00602412        15.00
   312   0.00557998   0.00345737   0.00656426        31.78
   313   0.00523571   0.00057694   0.00526740         6.29
   314   0.00476793  -0.00057860   0.00480291        -6.92
   315   0.00425001  -0.00181599   0.00462173       -23.14
   316   0.00317156  -0.00363360   0.00482305       -48.88
   317  -0.00268318  -0.00491071   0.00559593      -118.65
   318  -0.00235640  -0.00433535   0.00493436      -118.53
   319  -0.00210191  -0.00392592   0.00445318      -118.16
   320  -0.00179992  -0.00346731   0.00390666      -117.43
   321  -0.00145716  -0.00298473   0.00332144      -116.02
   322  -0.00110642  -0.00251704   0.00274949      -113.73
   323  -0.00047319  -0.00171869   0.00178264      -105.39



