 [antenna_pattern.dat]

  É” = 90.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
    76.000  -11.9043  -11.7662  -14.1100  -15.3414
    77.000  -11.5244  -12.3203  -13.9755  -15.6974
    78.000  -11.1680  -12.8935  -13.8237  -16.0430
    79.000  -10.8330  -13.4837  -13.6579  -16.3731
    80.000  -10.5177  -14.0873  -13.4811  -16.6822
    81.000  -10.2204  -14.6984  -13.2960  -16.9637
    82.000   -9.9398  -15.3084  -13.1052  -17.2113
    83.000   -9.6744  -15.9044  -12.9107  -17.4185
    84.000   -9.4232  -16.4690  -12.7143  -17.5795
    85.000   -9.1849  -16.9799  -12.5175  -17.6895
    86.000   -8.9586  -17.4109  -12.3215  -17.7456
    87.000   -8.7435  -17.7347  -12.1274  -17.7468
    88.000   -8.5385  -17.9285  -11.9358  -17.6942
    89.000   -8.3430  -17.9789  -11.7473  -17.5908
    90.000   -8.1563  -17.8862  -11.5624  -17.4414




