 [antenna_field.dat]

  É” = 90.000 Åãplane
   --    >>-------   -------   --EÉ”--   -------   -------<< ** >>-------   -------   --EÉ∆--   -------   -------<< ** >>-------   --------<<
 É∆(deg)   FRAD.re   FRAD.im    |FRAD|    FPHASE  FGAI(dB)   **   TRAD.re   TRAD.im    |TRAD|    TPHASE  TGAI(dB)   ** TFGAI(dB)    TPHASE
 -13.000  -0.59928   0.00836   0.59934   179.200    3.3159   **  -0.15651  -0.46825   0.49371  -108.481    1.6319   **    5.5654   287.6819 
 -12.000  -0.59131  -0.00569   0.59134  -179.449    3.1992   **  -0.15388  -0.44673   0.47249  -109.007    1.2503   **    5.3435   -70.4420 
 -11.000  -0.58285  -0.01976   0.58318  -178.059    3.0785   **  -0.15094  -0.42447   0.45051  -109.576    0.8365   **    5.1109   -68.4828 
 -10.000  -0.57390  -0.03381   0.57490  -176.628    2.9543   **  -0.14771  -0.40150   0.42781  -110.198    0.3874   **    4.8681   -66.4300 
  -9.000  -0.56450  -0.04783   0.56653  -175.157    2.8269   **  -0.14419  -0.37787   0.40445  -110.886   -0.1003   **    4.6157   -64.2711 
  -8.000  -0.55467  -0.06177   0.55810  -173.645    2.6967   **  -0.14041  -0.35364   0.38049  -111.655   -0.6306   **    4.3545   -61.9903 
  -7.000  -0.54442  -0.07561   0.54964  -172.093    2.5641   **  -0.13638  -0.32885   0.35601  -112.525   -1.2084   **    4.0855   -59.5674 
  -6.000  -0.53377  -0.08932   0.54119  -170.500    2.4295   **  -0.13213  -0.30355   0.33106  -113.523   -1.8394   **    3.8100   -56.9766 
  -5.000  -0.52276  -0.10287   0.53279  -168.868    2.2935   **  -0.12768  -0.27780   0.30574  -114.685   -2.5306   **    3.5297   -54.1830 
  -4.000  -0.51141  -0.11622   0.52445  -167.197    2.1565   **  -0.12305  -0.25165   0.28012  -116.057   -3.2906   **    3.2465   -51.1393 
  -3.000  -0.49974  -0.12934   0.51621  -165.489    2.0189   **  -0.11826  -0.22516   0.25433  -117.710   -4.1296   **    2.9627   -47.7793 
  -2.000  -0.48778  -0.14221   0.50809  -163.746    1.8813   **  -0.11334  -0.19839   0.22848  -119.738   -5.0605   **    2.6811   -44.0074 
  -1.000  -0.47556  -0.15480   0.50012  -161.970    1.7440   **  -0.10830  -0.17139   0.20274  -122.288   -6.0987   **    2.4047   -39.6816 
   0.000  -0.46311  -0.16707   0.49232  -160.163    1.6075   **  -0.10318  -0.14423   0.17733  -125.578   -7.2617   **    2.1373   -34.5846 
   1.000  -0.45045  -0.17899   0.48471  -158.329    1.4722   **  -0.09799  -0.11696   0.15258  -129.957   -8.5675   **    1.8825   -28.3726 
   2.000  -0.43763  -0.19054   0.47731  -156.472    1.3384   **  -0.09276  -0.08964   0.12900  -135.981  -10.0259   **    1.6446   -20.4907 
   3.000  -0.42465  -0.20169   0.47012  -154.594    1.2066   **  -0.08752  -0.06233   0.10745  -144.542  -11.6133   **    1.4277   -10.0525 
   4.000  -0.41157  -0.21242   0.46315  -152.701    1.0769   **  -0.08229  -0.03510   0.08946  -156.902  -13.2046   **    1.2360     4.2005 
   5.000  -0.39839  -0.22269   0.45641  -150.796    0.9495   **  -0.07709  -0.00799   0.07751  -174.082  -14.4509   **    1.0730    23.2852 
   6.000  -0.38517  -0.23248   0.44989  -148.885    0.8246   **  -0.07195   0.01893   0.07440   165.262  -14.8065   **    0.9418  -314.1477 
   7.000  -0.37192  -0.24178   0.44360  -146.973    0.7022   **  -0.06688   0.04560   0.08095   145.716  -14.0733   **    0.8445  -292.6887 
   8.000  -0.35867  -0.25055   0.43752  -145.063    0.5823   **  -0.06192   0.07197   0.09494   130.709  -12.6885   **    0.7822  -275.7720 
   9.000  -0.34546  -0.25879   0.43164  -143.163    0.4648   **  -0.05708   0.09798   0.11340   120.224  -11.1457   **    0.7547  -263.3862 
  10.000  -0.33230  -0.26646   0.42594  -141.275    0.3495   **  -0.05238   0.12358   0.13423   112.970   -9.6808   **    0.7607  -254.2459 
  11.000  -0.31924  -0.27356   0.42042  -139.407    0.2360   **  -0.04785   0.14872   0.15623   107.834   -8.3624   **    0.7978  -247.2413 
  12.000  -0.30630  -0.28006   0.41503  -137.562    0.1241   **  -0.04349   0.17334   0.17872   104.085   -7.1942   **    0.8628  -241.6471 
  13.000  -0.29349  -0.28596   0.40977  -135.744    0.0133   **  -0.03934   0.19740   0.20129   101.271   -6.1613   **    0.9520  -237.0151 
  14.000  -0.28086  -0.29124   0.40460  -133.960   -0.0970   **  -0.03540   0.22085   0.22367    99.107   -5.2452   **    1.0612  -233.0664 
  15.000  -0.26841  -0.29590   0.39950  -132.211   -0.2072   **  -0.03169   0.24365   0.24570    97.412   -4.4293   **    1.1861  -229.6229 
  16.000  -0.25618  -0.29992   0.39444  -130.503   -0.3180   **  -0.02823   0.26575   0.26725    96.064   -3.6993   **    1.3227  -226.5673 
  17.000  -0.24419  -0.30329   0.38938  -128.838   -0.4301   **  -0.02503   0.28711   0.28820    94.982   -3.0436   **    1.4671  -223.8204 
  18.000  -0.23245  -0.30603   0.38430  -127.220   -0.5441   **  -0.02209   0.30770   0.30849    94.107   -2.4526   **    1.6159  -221.3270 
  19.000  -0.22099  -0.30811   0.37917  -125.651   -0.6609   **  -0.01944   0.32748   0.32806    93.397   -1.9185   **    1.7659  -219.0478 
  20.000  -0.20983  -0.30954   0.37396  -124.133   -0.7811   **  -0.01707   0.34642   0.34684    92.821   -1.4350   **    1.9146  -216.9541 
  21.000  -0.19898  -0.31032   0.36864  -122.668   -0.9056   **  -0.01500   0.36449   0.36480    92.357   -0.9965   **    2.0595  -215.0248 
  22.000  -0.18846  -0.31046   0.36318  -121.259   -1.0350   **  -0.01323   0.38166   0.38189    91.985   -0.5988   **    2.1988  -213.2437 
  23.000  -0.17827  -0.30996   0.35757  -119.905   -1.1703   **  -0.01176   0.39791   0.39808    91.693   -0.2381   **    2.3311  -211.5984 
  24.000  -0.16844  -0.30882   0.35177  -118.610   -1.3122   **  -0.01060   0.41322   0.41335    91.470    0.0889   **    2.4549  -210.0793 
  25.000  -0.15898  -0.30706   0.34578  -117.373   -1.4616   **  -0.00975   0.42756   0.42767    91.306    0.3847   **    2.5693  -208.6789 
  26.000  -0.14989  -0.30469   0.33956  -116.195   -1.6192   **  -0.00920   0.44094   0.44103    91.196    0.6519   **    2.6734  -207.3909 
  27.000  -0.14118  -0.30171   0.33311  -115.077   -1.7859   **  -0.00897   0.45332   0.45341    91.133    0.8923   **    2.7667  -206.2107 
  28.000  -0.13287  -0.29814   0.32640  -114.021   -1.9625   **  -0.00903   0.46471   0.46480    91.114    1.1077   **    2.8488  -205.1343 
  29.000  -0.12494  -0.29399   0.31944  -113.025   -2.1498   **  -0.00940   0.47509   0.47519    91.133    1.2997   **    2.9191  -204.1587 
  30.000  -0.11742  -0.28928   0.31221  -112.092   -2.3487   **  -0.01006   0.48447   0.48457    91.189    1.4696   **    2.9775  -203.2817 
  31.000  -0.11030  -0.28404   0.30470  -111.223   -2.5601   **  -0.01100   0.49283   0.49296    91.279    1.6186   **    3.0239  -202.5015 
  32.000  -0.10358  -0.27827   0.29692  -110.417   -2.7848   **  -0.01222   0.50019   0.50034    91.400    1.7478   **    3.0581  -201.8173 
  33.000  -0.09727  -0.27199   0.28886  -109.677   -3.0238   **  -0.01372   0.50655   0.50673    91.551    1.8580   **    3.0800  -201.2285 
  34.000  -0.09135  -0.26523   0.28052  -109.005   -3.2781   **  -0.01547   0.51190   0.51214    91.731    1.9502   **    3.0897  -200.7355 
  35.000  -0.08584  -0.25801   0.27192  -108.402   -3.5488   **  -0.01746   0.51627   0.51657    91.937    2.0250   **    3.0872  -200.3392 
  36.000  -0.08072  -0.25036   0.26305  -107.871   -3.8369   **  -0.01970   0.51966   0.52003    92.171    2.0831   **    3.0725  -200.0413 
  37.000  -0.07600  -0.24228   0.25392  -107.415   -4.1435   **  -0.02215   0.52209   0.52256    92.429    2.1251   **    3.0457  -199.8444 
  38.000  -0.07166  -0.23382   0.24455  -107.039   -4.4701   **  -0.02481   0.52356   0.52415    92.713    2.1516   **    3.0069  -199.7519 
  39.000  -0.06770  -0.22499   0.23495  -106.747   -4.8179   **  -0.02767   0.52411   0.52484    93.022    2.1629   **    2.9562  -199.7686 
  40.000  -0.06411  -0.21582   0.22514  -106.546   -5.1886   **  -0.03070   0.52374   0.52464    93.355    2.1596   **    2.8937  -199.9006 
