 [antenna_current.dat]

     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
   279  -0.00271262   0.00450969   0.00526266      -598.97
   280  -0.00208350   0.00475305   0.00518965      -606.33
   281  -0.00141761   0.00491531   0.00511565      -613.91
   282  -0.00072628   0.00499382   0.00504635      -621.73
   283  -0.00002135   0.00498741   0.00498746      -629.75
   284   0.00068505   0.00489653   0.00494422      -637.96
   285   0.00138051   0.00472328   0.00492090        73.71
   286   0.00205214   0.00447201   0.00492039        65.35
   287   0.00268675   0.00414915   0.00494308        57.08
   288   0.00326457   0.00377040   0.00498732        49.11
   289   0.00377746   0.00333980   0.00504217        41.48
   290   0.00409454   0.00300423   0.00507845        36.27
   291   0.00578253   0.00270557   0.00638418        25.07
   292   0.00606102   0.00212992   0.00642436        19.36
   293   0.00625337   0.00151513   0.00643430        13.62
   294   0.00636084   0.00088103   0.00642157         7.89
   295   0.00637204   0.00024464   0.00637674         2.20
   296   0.00632164  -0.00022413   0.00632561        -2.03
   297   0.00047117   0.00185305   0.00191202        75.73
   298   0.00036082   0.00137861   0.00142505        75.33
   299   0.00128827  -0.00072534   0.00147843       -29.38
   300   0.00128723  -0.00032626   0.00132793       -14.22
   301   0.00128508   0.00023875   0.00130707        10.52
   302   0.00128392   0.00259028   0.00289103        63.63
   303   0.00128508   0.00023875   0.00130707        10.52
   304   0.00128723  -0.00032626   0.00132793       -14.22
   305   0.00128827  -0.00072534   0.00147843       -29.38
   306  -0.00144958  -0.00008592   0.00145212      -176.61
   307  -0.00119071  -0.00037589   0.00124863      -162.48
   308  -0.00082003  -0.00078742   0.00113687      -136.16
   309   0.00083378  -0.00245365   0.00259145       -71.23
   310  -0.00082003  -0.00078742   0.00113687      -136.16
   311  -0.00119071  -0.00037589   0.00124863      -162.48
   312  -0.00144958  -0.00008592   0.00145212      -176.61



