 [antenna_conf.dat]

      NSEG      NWIR      NFED     NLOAD           FREQ0          RAMDA0            USEF
       210         7         1         0      1000000000      0.29979246      1000000000

Segment
   NO.           SX           SY           SZ             RX             RY             RZ           SEGL             RA     RAD_MODE
    61    0.9569403   -0.2902847    0.0000000      -0.101499      -0.299006       0.062500       0.020663       0.005000            1
    62    0.9738770   -0.2270763    0.0000000      -0.081726      -0.305004       0.062500       0.020663       0.005000            1
    63    0.9866433   -0.1628955    0.0000000      -0.061602      -0.309696       0.062500       0.020663       0.005000            1
    64    0.9951847   -0.0980171    0.0000000      -0.041215      -0.313062       0.062500       0.020663       0.005000            1
    65    0.9994646   -0.0327191    0.0000000      -0.020652      -0.315087       0.062500       0.020663       0.005000            1
    66    0.9994646    0.0327191    0.0000000      -0.000000      -0.315763       0.062500       0.020663       0.005000            1
    67    0.9951847    0.0980171    0.0000000       0.020652      -0.315087       0.062500       0.020663       0.005000            1
    68    0.9866433    0.1628955    0.0000000       0.041215      -0.313062       0.062500       0.020663       0.005000            1
    69    0.9738770    0.2270763    0.0000000       0.061602      -0.309696       0.062500       0.020663       0.005000            1
    70    0.9569403    0.2902847    0.0000000       0.081726      -0.305004       0.062500       0.020663       0.005000            1
    71    0.9359059    0.3522500    0.0000000       0.101499      -0.299006       0.062500       0.020663       0.005000            1
    72    0.9108638    0.4127070    0.0000000       0.120837      -0.291727       0.062500       0.020663       0.005000            1
    73    0.8819213    0.4713967    0.0000000       0.139659      -0.283200       0.062500       0.020663       0.005000            1
    74    0.8492022    0.5280679    0.0000000       0.157882      -0.273459       0.062500       0.020663       0.005000            1
    75    0.8128467    0.5824777    0.0000000       0.175429      -0.262548       0.062500       0.020663       0.005000            1
    76    0.7730105    0.6343933    0.0000000       0.192225      -0.250512       0.062500       0.020663       0.005000            1
    77    0.7298641    0.6835923    0.0000000       0.208197      -0.237403       0.062500       0.020663       0.005000            1
    78    0.6835923    0.7298641    0.0000000       0.223278      -0.223278       0.062500       0.020663       0.005000            1
    79    0.6343933    0.7730105    0.0000000       0.237403      -0.208197       0.062500       0.020663       0.005000            1
    80    0.5824777    0.8128467    0.0000000       0.250512      -0.192225       0.062500       0.020663       0.005000            1
    81    0.5280679    0.8492022    0.0000000       0.262548      -0.175429       0.062500       0.020663       0.005000            1
    82    0.4713967    0.8819213    0.0000000       0.273459      -0.157882       0.062500       0.020663       0.005000            1
    83    0.4127070    0.9108638    0.0000000       0.283200      -0.139659       0.062500       0.020663       0.005000            1
    84    0.3522500    0.9359059    0.0000000       0.291727      -0.120837       0.062500       0.020663       0.005000            1
    85    0.3522500    0.9359059    0.0000000       0.291727      -0.120837       0.062500       0.020663       0.005000            1
    86    0.2902847    0.9569403    0.0000000       0.299006      -0.101499       0.062500       0.020663       0.005000            1
    87    0.2270763    0.9738770    0.0000000       0.305004      -0.081726       0.062500       0.020663       0.005000            1
    88    0.1628955    0.9866433    0.0000000       0.309696      -0.061602       0.062500       0.020663       0.005000            1
    89    0.0980171    0.9951847    0.0000000       0.313062      -0.041215       0.062500       0.020663       0.005000            1
    90    0.0327191    0.9994646    0.0000000       0.315087      -0.020652       0.062500       0.020663       0.005000            1
    91   -0.0327191    0.9994646    0.0000000       0.315763       0.000000       0.062500       0.020663       0.005000            1
    92   -0.0980171    0.9951847    0.0000000       0.315087       0.020652       0.062500       0.020663       0.005000            1
    93   -0.1628955    0.9866433    0.0000000       0.313062       0.041215       0.062500       0.020663       0.005000            1
    94   -0.2270763    0.9738770    0.0000000       0.309696       0.061602       0.062500       0.020663       0.005000            1
    95   -0.2902847    0.9569403    0.0000000       0.305004       0.081726       0.062500       0.020663       0.005000            1
    96   -0.3522500    0.9359059    0.0000000       0.299006       0.101499       0.062500       0.020663       0.005000            1
    97   -0.4127070    0.9108638    0.0000000       0.291727       0.120837       0.062500       0.020663       0.005000            1
    98    0.4127070   -0.9108638    0.0000000       0.283200       0.139659       0.062500       0.020663       0.005000            1
    99   -0.9238795   -0.3826834    0.0000000       0.291727       0.120837       0.062500       0.028500       0.005000            1
   100   -0.9238795   -0.3826834    0.0000000       0.265397       0.109931       0.062500       0.028500       0.005000            1
   101   -0.4127070    0.9108638   -0.0000000       0.291727       0.120837      -0.062500       0.020663       0.005000            1
   102   -0.4713967    0.8819213   -0.0000000       0.283200       0.139659      -0.062500       0.020663       0.005000            1
   103   -0.5280679    0.8492022   -0.0000000       0.273459       0.157882      -0.062500       0.020663       0.005000            1
   104   -0.5824777    0.8128467   -0.0000000       0.262548       0.175429      -0.062500       0.020663       0.005000            1
   105   -0.6343933    0.7730105   -0.0000000       0.250512       0.192225      -0.062500       0.020663       0.005000            1
   106   -0.6835923    0.7298641   -0.0000000       0.237403       0.208197      -0.062500       0.020663       0.005000            1
   107   -0.7298641    0.6835923   -0.0000000       0.223278       0.223278      -0.062500       0.020663       0.005000            1
   108   -0.7730105    0.6343933   -0.0000000       0.208197       0.237403      -0.062500       0.020663       0.005000            1
   109   -0.8128467    0.5824777   -0.0000000       0.192225       0.250512      -0.062500       0.020663       0.005000            1
   110   -0.8492022    0.5280679   -0.0000000       0.175429       0.262548      -0.062500       0.020663       0.005000            1
   111   -0.8819213    0.4713967   -0.0000000       0.157882       0.273459      -0.062500       0.020663       0.005000            1
   112   -0.9108638    0.4127070   -0.0000000       0.139659       0.283200      -0.062500       0.020663       0.005000            1
   113   -0.9359059    0.3522500   -0.0000000       0.120837       0.291727      -0.062500       0.020663       0.005000            1
   114   -0.9569403    0.2902847   -0.0000000       0.101499       0.299006      -0.062500       0.020663       0.005000            1
   115   -0.9738770    0.2270763   -0.0000000       0.081726       0.305004      -0.062500       0.020663       0.005000            1
   116   -0.9866433    0.1628955   -0.0000000       0.061602       0.309696      -0.062500       0.020663       0.005000            1
   117   -0.9951847    0.0980171   -0.0000000       0.041215       0.313062      -0.062500       0.020663       0.005000            1
   118   -0.9994646    0.0327191   -0.0000000       0.020652       0.315087      -0.062500       0.020663       0.005000            1
   119   -0.9994646   -0.0327191   -0.0000000       0.000000       0.315763      -0.062500       0.020663       0.005000            1
   120   -0.9951847   -0.0980171   -0.0000000      -0.020652       0.315087      -0.062500       0.020663       0.005000            1
   121   -0.9866433   -0.1628955   -0.0000000      -0.041215       0.313062      -0.062500       0.020663       0.005000            1
   122   -0.9738770   -0.2270763   -0.0000000      -0.061602       0.309696      -0.062500       0.020663       0.005000            1
   123   -0.9569403   -0.2902847   -0.0000000      -0.081726       0.305004      -0.062500       0.020663       0.005000            1
   124   -0.9359059   -0.3522500   -0.0000000      -0.101499       0.299006      -0.062500       0.020663       0.005000            1
   125   -0.9108638   -0.4127070   -0.0000000      -0.120837       0.291727      -0.062500       0.020663       0.005000            1
   126   -0.8819213   -0.4713967   -0.0000000      -0.139659       0.283200      -0.062500       0.020663       0.005000            1
   127   -0.8492022   -0.5280679   -0.0000000      -0.157882       0.273459      -0.062500       0.020663       0.005000            1
   128   -0.8128467   -0.5824777   -0.0000000      -0.175429       0.262548      -0.062500       0.020663       0.005000            1
   129   -0.7730105   -0.6343933   -0.0000000      -0.192225       0.250512      -0.062500       0.020663       0.005000            1
   130   -0.7298641   -0.6835923   -0.0000000      -0.208197       0.237403      -0.062500       0.020663       0.005000            1
   131   -0.6835923   -0.7298641   -0.0000000      -0.223278       0.223278      -0.062500       0.020663       0.005000            1
   132   -0.6343933   -0.7730105   -0.0000000      -0.237403       0.208197      -0.062500       0.020663       0.005000            1
   133   -0.5824777   -0.8128467   -0.0000000      -0.250512       0.192225      -0.062500       0.020663       0.005000            1
   134   -0.5280679   -0.8492022   -0.0000000      -0.262548       0.175429      -0.062500       0.020663       0.005000            1
   135   -0.4713967   -0.8819213   -0.0000000      -0.273459       0.157882      -0.062500       0.020663       0.005000            1
   136   -0.4127070   -0.9108638   -0.0000000      -0.283200       0.139659      -0.062500       0.020663       0.005000            1
   137   -0.3522500   -0.9359059   -0.0000000      -0.291727       0.120837      -0.062500       0.020663       0.005000            1
   138   -0.2902847   -0.9569403   -0.0000000      -0.299006       0.101499      -0.062500       0.020663       0.005000            1
   139   -0.2270763   -0.9738770   -0.0000000      -0.305004       0.081726      -0.062500       0.020663       0.005000            1
   140   -0.1628955   -0.9866433   -0.0000000      -0.309696       0.061602      -0.062500       0.020663       0.005000            1
   141   -0.0980171   -0.9951847   -0.0000000      -0.313062       0.041215      -0.062500       0.020663       0.005000            1
   142   -0.0327191   -0.9994646   -0.0000000      -0.315087       0.020652      -0.062500       0.020663       0.005000            1
   143    0.0327191   -0.9994646   -0.0000000      -0.315763       0.000000      -0.062500       0.020663       0.005000            1
   144    0.0980171   -0.9951847   -0.0000000      -0.315087      -0.020652      -0.062500       0.020663       0.005000            1
   145    0.1628955   -0.9866433   -0.0000000      -0.313062      -0.041215      -0.062500       0.020663       0.005000            1
   146    0.2270763   -0.9738770   -0.0000000      -0.309696      -0.061602      -0.062500       0.020663       0.005000            1
   147    0.2902847   -0.9569403   -0.0000000      -0.305004      -0.081726      -0.062500       0.020663       0.005000            1
   148    0.3522500   -0.9359059   -0.0000000      -0.299006      -0.101499      -0.062500       0.020663       0.005000            1
   149    0.4127070   -0.9108638   -0.0000000      -0.291727      -0.120837      -0.062500       0.020663       0.005000            1
   150    0.4713967   -0.8819213   -0.0000000      -0.283200      -0.139659      -0.062500       0.020663       0.005000            1
   151    0.5280679   -0.8492022   -0.0000000      -0.273459      -0.157882      -0.062500       0.020663       0.005000            1
   152    0.5824777   -0.8128467   -0.0000000      -0.262548      -0.175429      -0.062500       0.020663       0.005000            1
   153    0.6343933   -0.7730105   -0.0000000      -0.250512      -0.192225      -0.062500       0.020663       0.005000            1
   154    0.6835923   -0.7298641   -0.0000000      -0.237403      -0.208197      -0.062500       0.020663       0.005000            1
   155    0.7298641   -0.6835923   -0.0000000      -0.223278      -0.223278      -0.062500       0.020663       0.005000            1
   156    0.7730105   -0.6343933   -0.0000000      -0.208197      -0.237403      -0.062500       0.020663       0.005000            1
