 [antenna_field.dat]

  É” = 90.000 Åãplane
   --    >>-------   -------   --EÉ”--   -------   -------<< ** >>-------   -------   --EÉ∆--   -------   -------<< ** >>-------   --------<<
 É∆(deg)   FRAD.re   FRAD.im    |FRAD|    FPHASE  FGAI(dB)   **   TRAD.re   TRAD.im    |TRAD|    TPHASE  TGAI(dB)   ** TFGAI(dB)    TPHASE
  63.000  -0.22006   0.15577   0.26961   144.707    0.9565   **  -0.06525  -0.14168   0.15598  -114.728   -3.7970   **    2.2103   259.4353 
  64.000  -0.21168   0.14985   0.25936   144.706    0.6196   **  -0.05696  -0.13151   0.14332  -113.417   -4.5323   **    1.7769   258.1228 
  65.000  -0.20330   0.14392   0.24909   144.705    0.2687   **  -0.04885  -0.12157   0.13102  -111.890   -5.3117   **    1.3295   256.5941 
  66.000  -0.19491   0.13799   0.23881   144.703   -0.0972   **  -0.04093  -0.11187   0.11912  -110.096   -6.1385   **    0.8678   254.7991 
  67.000  -0.18653   0.13206   0.22854   144.702   -0.4790   **  -0.03322  -0.10242   0.10768  -107.971   -7.0159   **    0.3917   252.6731 
  68.000  -0.17815   0.12613   0.21828   144.701   -0.8779   **  -0.02574  -0.09325   0.09674  -105.431   -7.9463   **   -0.0991   250.1313 
  69.000  -0.16979   0.12022   0.20804   144.700   -1.2954   **  -0.01849  -0.08437   0.08637  -102.364   -8.9306   **   -0.6047   247.0633 
  70.000  -0.16144   0.11431   0.19782   144.699   -1.7330   **  -0.01150  -0.07580   0.07667   -98.627   -9.9662   **   -1.1252   243.3257 
  71.000  -0.15312   0.10843   0.18762   144.697   -2.1927   **  -0.00477  -0.06755   0.06772   -94.039  -11.0443   **   -1.6609   238.7366 
  72.000  -0.14482   0.10255   0.17745   144.696   -2.6766   **   0.00169  -0.05964   0.05966   -88.381  -12.1446   **   -2.2115   233.0778 
  73.000  -0.13655   0.09670   0.16732   144.695   -3.1874   **   0.00785  -0.05207   0.05266   -81.424  -13.2281   **   -2.7772   226.1190 
  74.000  -0.12830   0.09086   0.15722   144.694   -3.7282   **   0.01372  -0.04488   0.04693   -72.995  -14.2296   **   -3.3575   217.6890 
  75.000  -0.12009   0.08505   0.14715   144.694   -4.3028   **   0.01929  -0.03805   0.04266   -63.121  -15.0570   **   -3.9523   207.8143 
  76.000  -0.11191   0.07925   0.13713   144.693   -4.9158   **   0.02454  -0.03162   0.04002   -52.189  -15.6119   **   -4.5607   196.8821 
  77.000  -0.10375   0.07348   0.12714   144.692   -5.5728   **   0.02946  -0.02558   0.03902   -40.973  -15.8329   **   -5.1818   185.6649 
  78.000  -0.09563   0.06773   0.11719   144.691   -6.2807   **   0.03405  -0.01996   0.03947   -30.375  -15.7337   **   -5.8141   175.0657 
  79.000  -0.08754   0.06200   0.10727   144.690   -7.0486   **   0.03830  -0.01475   0.04104   -21.057  -15.3943   **   -6.4554   165.7476 
  80.000  -0.07948   0.05629   0.09739   144.690   -7.8878   **   0.04220  -0.00996   0.04336   -13.279  -14.9164   **   -7.1024   157.9692 
